table_name,table_description,refresh_frequency,vertical,partition_column,remarks,relationship_context
hive.user_paytm_payments.lite_active,"data_description: The hive.user_paytm_payments.lite_active table contains campaign performance data for UPI (Unified Payments Interface) marketing initiatives. The table structure includes customer identifiers, campaign details (campaign_id, campaign_type), temporal information (dt for date), and key performance metrics such as sent messages, impressions, clicks, and same-day conversions. The campaign types cover a comprehensive range of UPI features including bank linking, mobile number mapping, RuPay credit card integration, UPI Lite activation, statement downloads, payment widgets, and analytics features. The data appears to be organized at a customer-campaign-date level granularity.

business_description: This table serves as the foundation for tracking and analyzing the effectiveness of UPI growth campaigns across Paytm's digital payments ecosystem. It enables business teams to monitor campaign performance metrics, measure user engagement through the funnel (from message sent to conversion), and evaluate the success of different UPI feature adoption drives. The table supports strategic decision-making for UPI product growth, campaign optimization, feature rollout effectiveness, and customer acquisition/activation initiatives. It's primarily used by marketing analytics teams, product managers, and growth teams to track UPI ecosystem expansion and user engagement with new payment features.",Daily,UPI,lite_dt,"The table is part of a comprehensive UPI feature tracking ecosystem and specifically focuses on UPI Lite activations. The naming convention suggests it's one of several tables tracking different UPI feature adoption metrics. The table appears to be actively used in growth campaign analytics and performance monitoring.; The table appears to be part of a larger UPI ecosystem within Paytm's data architecture. The SQL context shows it's used alongside other payment-related tables (bank_link, mapper, cc_all_linkages) suggesting a comprehensive tracking system for various UPI and payment service activations. The table name suggests it specifically tracks ""lite"" service activations, which aligns with UPI Lite being a simplified payment service for small transactions.; The table appears to be specifically designed for tracking UPI Lite activations as part of growth campaigns. The lite_dt field suggests this is the primary date dimension for partitioning and filtering data. The table is used in complex UNION queries with other UPI feature tables for comprehensive growth analysis.; The table name ""lite_active"" suggests it may have specific focus on UPI Lite campaigns or active campaign data. The SQL query shows extensive campaign type categorization logic, indicating this table supports complex campaign classification and reporting requirements. The presence of same-day conversion tracking suggests real-time or near-real-time campaign performance monitoring capabilities.","This table likely joins with customer master tables using customer_id, campaign management tables using campaign_id, and potentially transaction tables to measure actual UPI usage post-campaign exposure. It may be related to other campaign performance tables across different payment verticals and could be used in conjunction with user behavior tables to create comprehensive user journey analytics. The table serves as a bridge between marketing campaign data and payment transaction outcomes.; This table is part of a union query structure that combines activation data from multiple payment services including bank linking, RuPay credit card linking, and UPI statement downloads. It's commonly joined with campaign data (CLM - Campaign Lifecycle Management) tables to correlate marketing impressions and clicks with actual service activations. The table likely has relationships with customer master tables through customer_id and with campaign tracking tables through temporal joins on the lite_dt field. It serves as a conversion event source in marketing attribution analysis.; This table is commonly joined with other UPI feature tables in the user_paytm_payments schema, including bank_link, mapper, cc_all_linkages, upi_statement_download_V1, and widget_added_rec_money_ER_daily tables. It's typically used in UNION operations to create comprehensive feature adoption reports, where each table contributes different UPI feature metrics. The table joins are primarily based on customer_id and date ranges, and it's frequently used in time-series analysis alongside other UPI adoption tables to provide holistic campaign tracking insights.; This table is commonly joined with other UPI feature tables including bank_link, mapper, cc_all_linkages, upi_statement_download_V1, widget_added tables, spend_analytics, and lite_auto_topup. It's typically used in UNION operations to create comprehensive views of UPI feature adoption across multiple product lines. The customer_id field serves as the primary key for joining with user demographic and behavior tables. The table supports campaign analysis by correlating activation events with marketing touchpoints and banner interactions."
hive.cdo.fact_upi_transactions_snapshot_v3,"data_description: This is a fact table containing snapshots of UPI (Unified Payments Interface) transactions and related activities. The table appears to store aggregated metrics for campaign tracking including impressions, clicks, unique impressions, unique clicks, impression conversions, and click conversions. It contains dimensional attributes such as measurement labels, feature groups, banner IDs, storefront names, view types, and priority levels. The table structure supports time-series analysis with date partitioning and enables tracking of various UPI-related customer actions including bank linking, credit card linking, UPI Lite activation, and statement downloads.

business_description: This table serves as the primary data source for tracking UPI growth campaigns and measuring their effectiveness. It supports Campaign Lifecycle Management (CLM) by providing comprehensive metrics on campaign performance across different touchpoints and user interactions. Business teams use this data to analyze conversion funnels, measure campaign ROI, track feature adoption rates, and optimize marketing strategies for UPI services. The table enables monitoring of key UPI growth initiatives including customer onboarding (bank linking), premium service adoption (RuPay CC linking), and feature utilization (UPI Lite, statement downloads), providing insights for product managers and marketing teams to drive UPI ecosystem growth.",Daily,UPI,dt,"This appears to be version 3 of the UPI transactions snapshot table, suggesting ongoing schema evolution and optimization. The extensive campaign type categorization indicates a mature campaign tracking system with detailed feature-level granularity across the UPI ecosystem.; The table name includes ""v3"" suggesting it's the third version, indicating ongoing evolution and improvements. The SQL context shows complex joins with multiple UPI-related tables, suggesting this is a derived/aggregated fact table rather than a raw transaction table. The query uses date ranges of 1-4 days back from current date, indicating near real-time or daily batch processing.","This table serves as a central fact table that aggregates data from multiple UPI-related source tables including hive.user_paytm_payments.bank_link, hive.user_paytm_payments.mapper, hive.user_paytm_payments.cc_all_linkages, hive.user_paytm_payments.lite_active, and featurehub.enterprise.UPI_FeatureAdoption_Olap_Daily_v3. It acts as a bridge between operational UPI transaction data and campaign performance metrics. The table is commonly joined with campaign management tables using banner_id, storefront_name, and measurement_label dimensions. It's typically used alongside customer dimension tables via customer_id for customer segmentation and cohort analysis in UPI growth campaigns.; This fact table likely joins with campaign dimension tables for campaign metadata, customer dimension tables for user segmentation, and potentially other UPI-related fact tables for comprehensive transaction analysis. It may be used in conjunction with user behavior tables, campaign configuration tables, and UPI product adoption tables. The table serves as a central hub for UPI campaign analytics and likely feeds into various downstream reporting and analytics systems for campaign performance dashboards and growth metrics tracking."
hive.pth_ps.rec_pay_snapshot_v3,"data_description: This table appears to be a snapshot table that captures the current state of recurring payment reminders and their statuses. It contains user-level data with tracking of reminder types, current statuses, and last updated timestamps. The table structure supports tracking of different reminder configurations (reminder_type = 2 for opted reminders) and their lifecycle statuses (curr_status = 2 for removed reminders). This is version 3 of the snapshot, indicating it has evolved over time to capture more comprehensive reminder tracking data.

business_description: This table serves as a critical data source for UPI growth campaign tracking, specifically monitoring user engagement with recurring payment reminder features. It supports business operations by enabling analysis of reminder opt-in and removal patterns, helping identify user behavior trends in P2P payment scenarios. The table is used to track campaign effectiveness, measure user retention for reminder features, and provide insights for optimizing UPI growth strategies. It supports decision-making around reminder frequency, timing, and targeting for improved user engagement in the UPI ecosystem.",Daily,UPI,dl_last_updated,"The table name suggests this is version 3 of a recurring payment snapshot table, indicating previous iterations and ongoing evolution. The query pattern shows focus on monthly analysis with specific status filtering, suggesting this table supports detailed campaign performance tracking and user behavior analysis.","This table likely relates to other UPI transaction tables through user_id joins, connecting reminder behavior to actual payment patterns. It may be joined with user profile tables for demographic analysis and campaign targeting tables to measure campaign effectiveness. The snapshot nature suggests it's derived from transactional or event-based tables that capture real-time reminder interactions, aggregated into daily snapshots for analytical purposes."
banner,"data_description: The banner table contains aggregated metrics for tracking banner performance and user interactions across different UPI features and campaigns. It stores daily snapshots of banner engagement data including users who viewed banners, clicked on banners, and conversion metrics for post-viewing and post-clicking actions. The table is structured with dimensions like property, feature, and date (dt), along with key performance indicators measuring banner effectiveness. This appears to be a summarized/aggregated table rather than raw event data.

business_description: This table supports UPI growth campaign tracking and marketing analytics by measuring the effectiveness of various banner campaigns across different UPI features. It enables product and marketing teams to analyze banner performance for features like bank linking, RuPay CC linking, UPI Lite activation, statement downloads, and widget adoption. The conversion tracking capabilities allow teams to measure ROI of banner campaigns and optimize placement strategies. It's used for growth tracking, A/B testing analysis, and campaign performance monitoring across the UPI ecosystem.",Daily,UPI,dt,"The table appears to be an aggregated/summary table rather than raw event data, as evidenced by the aggregated metrics structure. The SQL context shows multiple UPI feature types being tracked, suggesting this table consolidates banner performance across various UPI growth initiatives.","This table likely serves as a summary/reporting table that aggregates data from various underlying UPI feature tables mentioned in the SQL context (bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, spend_analytics, lite_auto_topup). It appears to be joined or referenced by campaign tracking systems and is commonly used in conjunction with user behavior tables to measure conversion funnels. The table would typically be joined on customer_id and dt dimensions for detailed user journey analysis."
hive.user_paytm_payments.spend_analytics,"data_description: The spend_analytics table contains aggregated analytical data related to UPI payment features and user spending patterns. This table serves as a consolidated repository for tracking various UPI feature adoptions including bank linking, credit card linking, UPI Lite activation, statement downloads, and widget usage. The table structure supports time-series analysis with date-based partitioning and appears to store pre-computed metrics and user counts for different UPI features. It likely contains columns for customer identifiers, feature types, usage dates, transaction amounts, and user counts to enable comprehensive spend analytics across the UPI ecosystem.

business_description: This table is primarily used for UPI growth campaign tracking and feature adoption analysis. Business stakeholders use this data to monitor the effectiveness of UPI feature rollouts, track user engagement with different payment features, and measure campaign success metrics. The table supports day-over-day (DoD) analysis of UPI features adoption, enabling product teams to identify trends, optimize feature performance, and make data-driven decisions about UPI product development. It serves marketing teams in campaign performance evaluation and helps in understanding user behavior patterns across different UPI functionalities.",Daily,UPI,dt,"The table is part of a larger UPI feature tracking ecosystem and is used specifically for growth campaign measurement. The table appears to have minimal column information provided, but the usage context suggests it contains customer_id and dt columns at minimum for tracking user engagement over time.; The table appears to be a consolidated analytical table that aggregates data from multiple source tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, and widget-related tables. The SQL query shows complex UNION operations suggesting this might be a view or derived table rather than a base table.","This table serves as a central aggregation point that combines data from multiple UPI feature-specific tables including hive.user_paytm_payments.bank_link, hive.user_paytm_payments.cc_all_linkages, hive.user_paytm_payments.lite_active, hive.user_paytm_payments.upi_statement_download_V1, and various widget tables. It likely joins with customer/user dimension tables using customer_id for user attribution and supports time-based analysis through date joins. The table is commonly used in dashboard queries that require aggregated metrics across different UPI features and is likely joined with campaign tables to track growth initiatives.; This table is part of a comprehensive UPI feature adoption tracking framework, commonly joined with other user_paytm_payments schema tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget tables, and lite_auto_topup. It's typically used in UNION operations to create consolidated views of feature adoption across different UPI services. The table relationships are primarily based on customer_id for user-level analysis and dt for time-based comparisons across different UPI features and campaigns."
hive.user_paytm_payments.upi_statement_download_v1,"data_description: This table contains records of UPI statement downloads performed by Paytm users. It tracks when customers download their UPI transaction statements, capturing customer identification and timestamp information. The table appears to be structured with customer_id and dt (date) columns to track download activities over time. It serves as a key dataset for monitoring user engagement with UPI statement features and download patterns.

business_description: This table is used in UPI growth campaigns to track user adoption of UPI statement download functionality. It supports growth tracking initiatives by measuring how many users are engaging with UPI statement features, which is considered an indicator of active UPI usage and customer engagement. The table is utilized in campaign tracking dashboards to monitor the effectiveness of growth initiatives and banner campaigns that promote UPI features. It helps product teams understand user behavior patterns and measure the success of campaigns designed to increase UPI feature adoption.",Daily,UPI,dt,"This is version 1 (V1) of the UPI statement download table, indicating there may be newer versions or ongoing development. The table lacks column information in the provided metadata, but based on query usage, it contains at minimum customer_id and dt fields. The table is used specifically for tracking UPI statement download feature adoption in growth campaigns.; This appears to be version 1 of the UPI statement download tracking table (indicated by _v1 suffix). The table is used as part of a comprehensive UPI growth tracking system that monitors multiple UPI features adoption. Column details are not provided in the input, but the usage pattern suggests standard tracking columns like customer_id and dt.","This table is part of a broader UPI ecosystem within the user_paytm_payments schema. It's commonly joined with other UPI-related tables including bank_link (bank linking activities), cc_all_linkages (credit card linkages), lite_active (UPI Lite activations), mapper (customer mapping), widget tables (receive money and scan & pay widgets), spend_analytics, and lite_auto_topup. These tables are typically unioned together to create comprehensive UPI feature adoption tracking, allowing for cross-feature analysis and growth campaign measurement. The table shares common keys like customer_id and dt with other tables in the schema.; This table is part of a broader UPI feature tracking ecosystem, commonly joined with other UPI feature tables including bank_link (bank linking), mapper, cc_all_linkages (credit card linkages), lite_active (UPI Lite activation), and widget_added_rec_money_ER_daily (receive money widget). These tables are typically combined using UNION ALL operations to create comprehensive UPI feature adoption reports. The table relates to customer data through customer_id and is time-partitioned by dt for efficient querying of feature adoption trends across different time periods."
hive.user_paytm_payments.hide_payments,"data_description: The hide_payments table appears to serve as a consolidated tracking table for UPI feature adoption campaigns. Based on the SQL context, it likely contains metrics related to user interactions with promotional banners for various UPI features including bank linking, RuPay credit card linking, UPI Lite activation, statement downloads, widget additions, spend analytics, and auto top-up features. The table structure includes fields for tracking banner views, clicks, and conversion metrics across different UPI features and properties. It appears to aggregate data from multiple source tables to provide a unified view of campaign performance.

business_description: This table supports UPI growth marketing campaigns by tracking user engagement and conversion metrics for feature adoption initiatives. It enables product and marketing teams to measure the effectiveness of promotional banners in driving adoption of specific UPI features like bank linking, credit card integration, UPI Lite services, and analytical tools. The data helps optimize campaign strategies, understand feature adoption patterns, and measure ROI of growth marketing efforts. It's used for creating dashboards that track campaign performance across different UPI features and user segments.",Daily,UPI,dt,"The table name ""hide_payments"" appears to be misleading given its actual usage for UPI growth campaign tracking. The empty table_columns field limits detailed analysis, but the SQL context clearly shows this is used for feature adoption tracking rather than payment hiding functionality. The table appears to be a derived/aggregated table that combines data from multiple UPI feature tables.; The table columns metadata is empty, which limits the detailed analysis. The table appears to be part of a larger UPI ecosystem with multiple related tables for tracking various UPI features and user behaviors. The naming convention suggests it's specifically for managing payment visibility rather than storing core transaction data.","This table has strong relationships with multiple UPI feature tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, spend_analytics, and lite_auto_topup. It appears to be an aggregation table that unions data from these various source tables to create a consolidated view for campaign tracking. The table is commonly joined or referenced in growth analytics queries and dashboard reporting for UPI feature adoption metrics.; This table is used alongside multiple other UPI-related tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, and widget_added_rec_money_ER_daily. It likely serves as a filter or exclusion mechanism when generating UPI growth reports and campaign metrics. The table would typically be joined with core payment tables to exclude hidden payments from user-facing dashboards and campaign performance calculations, ensuring accurate representation of active UPI usage and growth metrics."
hive.user_paytm_payments.widget_added_snp_er_daily,"data_description: This table contains daily engagement and conversion metrics for the Scan & Pay widget feature in the UPI ecosystem. It tracks user interactions with promotional banners, including impressions (users who viewed the banner), clicks (users who clicked on the banner), and conversions (users who completed the desired action after viewing/clicking). The table structure appears to include dimensions like date (dt), property, feature, and metrics like users_viewed_banner, converted_post_viewing, users_clicked_banner, and converted_post_clicking. This enables comprehensive funnel analysis from banner exposure to final conversion.

business_description: This table supports UPI growth campaigns by tracking the effectiveness of Scan & Pay widget promotional banners. It's used to measure campaign performance, calculate conversion rates, and optimize marketing strategies for UPI feature adoption. Business teams use this data to understand user engagement patterns, measure the success of growth initiatives, and make data-driven decisions about feature promotion strategies. The table is particularly valuable for product managers and marketing teams running targeted campaigns to increase Scan & Pay widget adoption among Paytm users.",Daily,UPI,dt,"The table appears to be part of a broader UPI growth tracking ecosystem, with similar naming conventions suggesting related tables for other widgets (e.g., widget_added_rec_money_ER_daily for Receive Money widget). The ""ER"" in the name likely stands for ""Engagement Rate"" indicating this is specifically focused on user engagement metrics.; This table is part of a larger UPI feature tracking ecosystem and appears to be specifically focused on Scan & Pay widget adoption events. The truncated SQL query suggests it contains customer_id and dl_last_updated fields, following similar patterns to other widget tracking tables in the same schema.","This table is part of a suite of UPI feature adoption tracking tables within the user_paytm_payments schema. It's commonly used in UNION operations with other feature tracking tables like widget_added_rec_money_ER_daily (Receive Money widget), bank_link (Bank Linking), lite_active (UPI Lite Activation), and others to create comprehensive growth funnel analysis. The table joins with other UPI tables using customer_id and date dimensions to create holistic user journey analytics and cross-feature adoption patterns.; This table is commonly joined with other UPI feature adoption tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, and widget_added_rec_money_ER_daily. It's typically used in UNION operations to create comprehensive UPI feature adoption reports. The table joins are usually based on customer_id for user-level analysis and dt/date fields for time-based filtering. It's part of a broader analytics framework that tracks various UPI features and is used in conjunction with other payment-related tables to provide holistic views of user engagement across different UPI functionalities."
hive.user_paytm_payments.widget_added_rec_money_er_daily,"data_description: This table contains daily records of user interactions with the ""Receive Money widget"" feature in the Paytm UPI ecosystem. The table tracks when users add the receive money widget to their interface, storing customer identifiers and timestamps of widget additions. The table appears to be part of a broader feature adoption tracking system and contains engagement metrics related to banner views and user interactions with the receive money functionality. The ""ER_daily"" suffix indicates this is an event reporting table with daily aggregation of widget addition events.

business_description: This table supports UPI growth campaign tracking by monitoring user adoption of the receive money widget feature. It is used in growth analytics dashboards to track feature penetration, user engagement with promotional banners, and conversion metrics for the receive money functionality. The table enables product teams to measure the effectiveness of campaigns promoting the receive money widget, analyze user behavior patterns, and optimize feature placement and promotion strategies. It plays a crucial role in understanding user engagement with UPI payment collection tools and measuring the success of growth initiatives.",Daily,UPI,dl_last_updated,"The table appears to be part of a comprehensive feature tracking system that monitors multiple UPI features. The ""ER"" in the name likely stands for ""Event Reporting"" and the table specifically focuses on the receive money widget adoption tracking.; The table name includes ""ER"" which likely stands for Entity Resolution, suggesting this may be a processed/cleansed version of raw widget addition events. The table is specifically focused on the ""Receive Money"" widget functionality within the broader UPI ecosystem.","This table is used alongside other UPI feature adoption tables in UNION ALL queries, including bank_link, mapper, cc_all_linkages, lite_active, and upi_statement_download_V1 tables. It's commonly joined or unioned with these tables to create comprehensive feature adoption reports. The table shares common patterns with other feature tracking tables, using customer_id for user identification and date columns for temporal analysis. It's typically used in aggregate queries that combine multiple UPI feature adoption metrics for holistic campaign performance tracking.; This table is used alongside other feature tracking tables in the user_paytm_payments schema including bank_link, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_snp_ER_daily, spend_analytics, and lite_auto_topup. It is commonly joined with these tables in UNION operations to create comprehensive feature adoption reports. The table shares similar structure with widget_added_snp_ER_daily (Scan & Pay widget) and is typically used in growth analytics queries that track multiple UPI feature adoptions simultaneously. Joins are typically performed on customer_id and date fields to analyze cross-feature adoption patterns."
hive.user_paytm_payments.customer_vpa,"data_description: The customer_vpa table appears to be a core customer reference table containing Virtual Payment Address (VPA) information for UPI users. This table likely stores customer identifiers, VPA handles, and associated metadata that enables mapping customers to their UPI identities. The table structure would typically include customer IDs, VPA handles (like user@paytm), registration timestamps, and status information. It serves as a foundational table for linking customer activities across the UPI ecosystem.

business_description: This table is essential for UPI business operations, serving as the primary reference for customer VPA management and analytics. It supports UPI growth campaign tracking by enabling customer identification across various UPI features like bank linking, RuPay CC linking, UPI Lite activation, and statement downloads. The table is used in conjunction with other UPI feature tables to analyze customer adoption patterns, track feature usage, and measure campaign effectiveness. It enables businesses to understand customer engagement with different UPI functionalities and supports targeted marketing and product development decisions.",Daily,UPI,dt,"Core reference table for UPI operations. Column information not provided in the input, but based on usage context, it likely contains customer_id, vpa, creation_date, status, and partition columns. The table appears to be fundamental for UPI customer identification and is heavily used in growth campaign analytics.; Table schema information is not available in the provided columns list, but based on usage context it appears to be a core reference table. The table is heavily used in joins with other UPI feature tables for comprehensive customer journey analysis.","This table serves as a central reference table that is joined with multiple UPI feature tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, and widget_added_rec_money_ER_daily. It's typically joined on customer_id to map customer activities across different UPI features. The table enables cross-feature analysis and customer journey tracking in the UPI ecosystem, making it essential for comprehensive UPI analytics and growth measurement.; This table serves as a central reference point for multiple UPI-related tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, spend_analytics, and lite_auto_topup. It's typically joined on customer_id to identify UPI-enabled customers and track their feature adoption. The table acts as a master customer VPA registry that enables linking customer activities across different UPI services and features for comprehensive growth campaign tracking and analytics."
hive.user_paytm_payments.p2p_in,"data_description: The p2p_in table contains peer-to-peer incoming payment transaction data within the UPI ecosystem. This table likely stores records of money transfer transactions where funds are received by users through UPI payment methods. The table structure appears to include customer identification fields, transaction timestamps (dt column for partitioning), and potentially transaction amounts and other payment metadata. The data represents the receiving side of P2P transactions and is used for tracking user engagement and adoption metrics.

business_description: This table serves critical business functions for UPI growth tracking and campaign effectiveness measurement. It's used to analyze user adoption patterns of various UPI features, track day-over-day growth metrics, and measure the success of UPI growth campaigns. The table supports business operations by enabling teams to monitor P2P transaction volumes, identify user engagement trends, and assess the effectiveness of feature rollouts and marketing campaigns. It's particularly valuable for product teams tracking UPI feature adoption and growth teams measuring campaign performance.",Daily,UPI,dt,"The table appears to be part of a comprehensive UPI analytics ecosystem with multiple related tables. The SQL query shows it's being used in conjunction with various other UPI feature tables to create a holistic view of user adoption. The table columns information is empty, which limits detailed analysis of the schema structure.","This table is part of a larger UPI payments data ecosystem and is commonly used alongside other tables in the user_paytm_payments schema including bank_link (for bank linking activities), mapper (for user mapping), cc_all_linkages (for credit card linkages), lite_active (for UPI Lite activations), and upi_statement_download_V1 (for statement downloads). The table is typically joined with these related tables using customer_id as the common key and dt for time-based filtering. It serves as a foundational table for UPI transaction analysis and is frequently aggregated with other feature adoption tables to provide comprehensive UPI growth metrics and campaign tracking insights."
hive.user_paytm_payments.p2p_reminders,"data_description: The p2p_reminders table contains data related to peer-to-peer payment reminders within the UPI ecosystem. Based on the context, this table likely stores information about reminder notifications sent to users for pending or incomplete P2P transactions, including customer identifiers, reminder dates, and associated transaction details. The table structure supports tracking of reminder campaigns and their effectiveness in driving user engagement with P2P payment features.

business_description: This table supports UPI growth campaign tracking by providing insights into P2P payment reminder effectiveness. It is used in business contexts to monitor user engagement with payment reminders, analyze the success rate of reminder campaigns, and optimize notification strategies to increase P2P transaction completion rates. The table helps business teams understand user behavior patterns related to payment reminders and supports decision-making for UPI feature adoption campaigns.",Daily,UPI,dt,"The table column information is empty in the provided input, which limits the ability to provide detailed structural analysis. However, based on the SQL context and table naming convention, this appears to be a standard UPI analytics table with typical fields like customer_id and dt (date) for partitioning.","This table is part of a larger UPI analytics ecosystem within the user_paytm_payments schema. It relates to other UPI feature tables mentioned in the SQL context including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, and widget_added_rec_money_ER_daily. The table is commonly joined with other UPI feature tables using customer_id and date fields to create comprehensive UPI growth tracking reports. It supports union operations with other feature tables to provide holistic views of UPI feature adoption and user engagement across different payment functionalities."
a,"data_description: This table contains UPI marketing campaign tracking data with customer-level campaign interactions and performance metrics. It stores campaign identifiers, campaign types (covering various UPI features like bank linking, mapper services, RuPay credit card linking, UPI Lite, statement downloads, etc.), customer identifiers, and date information. The table supports funnel analysis tracking the complete user journey from campaign delivery through conversion, enabling measurement of push notification effectiveness across different UPI feature categories.

business_description: This table supports UPI growth marketing operations by enabling campaign performance analysis and feature adoption tracking. It is used to measure the effectiveness of push notification campaigns aimed at driving UPI feature adoption, including bank account linking, mobile number mapping, RuPay credit card integration, UPI Lite activation, and various widget usage promotions. Marketing teams use this data to optimize campaign targeting, measure conversion rates, and track same-day conversions across different UPI feature categories to drive user engagement and platform growth.",Daily,UPI,dt,"The table appears to be a derived/aggregated table created from campaign tracking events. The SQL query shows extensive campaign type categorization logic, suggesting this table is used for standardized campaign reporting across multiple UPI feature categories.","This table likely joins with customer dimension tables on customer_id for demographic analysis, campaign configuration tables on campaign_id for campaign details, and potentially with UPI transaction tables to measure post-campaign conversion behavior. It may also relate to notification delivery tables and user engagement tables to build complete funnel analysis from campaign delivery to actual UPI feature usage."
hive.team_measurement.push_campaigns_customer_v1,"data_description: This table contains push notification campaign performance data at the customer level for UPI growth initiatives. It stores campaign metrics including sent notifications, impressions, clicks, and same-day conversions across various UPI feature campaigns. The table includes campaign identifiers, customer IDs, campaign types, and categorizes campaigns into business-friendly feature types like Bank Linking, Mapper, RuPay CC Linking, UPI Lite Activation, Download UPI Statement, Receive Money widget, Scan & Pay widget, Spends Analytics, and other UPI-related features. It appears to be a versioned table (v1) designed to track campaign funnel metrics from notification delivery to conversion.

business_description: This table supports UPI growth marketing operations by enabling measurement and analysis of push notification campaign effectiveness. It's used to track conversion funnels for different UPI feature adoption campaigns, helping product and marketing teams understand which campaigns drive user engagement and feature activation. The table supports campaign performance dashboards, ROI analysis for different UPI features, and optimization of push notification strategies. It enables business teams to measure the effectiveness of growth initiatives across various UPI use cases including P2P transfers, merchant payments, bank account linking, and new feature adoption campaigns.",Daily,UPI,dt,"This is a versioned table (v1) suggesting it may have evolved schema versions. The table includes complex campaign type categorization logic that maps technical campaign types to business-friendly feature categories. The conversion tracking is specifically for same-day conversions, indicating focus on immediate campaign impact measurement.","This table likely joins with customer dimension tables using customer_id for demographic analysis, campaign management tables using campaign_id for campaign metadata, and potentially with UPI transaction tables to validate actual feature usage post-conversion. It may also relate to notification delivery tables for detailed funnel analysis and could be aggregated with other campaign performance tables for comprehensive marketing analytics across different channels and verticals."
