table_name,column_name,variable_type,column_description,required_flag
hive.team_servicesone.combined_data_project_servicesone_mhd,created_date,date,"The created_date column represents the date when a record was created in the system, primarily used for time-based analysis and grouping of IVR merchant data by weekly periods. This date field enables tracking of merchant activity trends over time in the ServicesOne platform.",yes
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,bigint,"Represents the count of support tickets that were transferred from automated bot interactions to human service agents. This metric is used to calculate the bot-to-service passthrough rate, which measures how frequently customers require human assistance after initially interacting with automated systems.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count,bigint,This column contains the count of unique merchants who had support tickets handled by MHD (Merchant Help Desk) agents during a given time period. It serves as a key metric for tracking agent workload and measuring the reach of human agent support services to the merchant base.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_bot,bigint,This column contains the count of unique merchants who had bot-handled tickets or interactions within the MHD (Merchant Help Desk) system. It is used to track and analyze bot engagement metrics with merchants on a weekly basis for service performance monitoring.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_merchant_count,bigint,This column contains the count of unique merchants whose support tickets were escalated from automated bot interactions to human service agents. It's used in dashboards to track merchant escalation patterns and service demand metrics.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,service_ticket_merchant_count,bigint,Represents the count of unique merchants who have submitted service tickets through the IVR (Interactive Voice Response) system. This metric is used to track merchant engagement with service requests over time periods.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,total_tickets_for_response,bigint,"Represents the total count of tickets that are eligible for receiving customer responses or feedback, used as the denominator in calculating response rates and satisfaction metrics for customer service performance measurement.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_for_response,bigint,"This column represents the total count of agent tickets that were eligible for customer feedback collection in the MHD (Mental Health Direct) system. It serves as the denominator for calculating the ""Feedback % - MHD Agent"" metric, indicating how many agent-handled tickets were expected to receive feedback responses.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,service_tickets_for_response,bigint,"Represents the total count of service tickets that are eligible for or expected to receive feedback responses, used as the denominator in calculating feedback response rate percentages for service performance analytics.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,service_tat_denominatior_tickets,bigint,"This column represents the count of tickets eligible for service agent turnaround time (TAT) calculations, serving as the denominator when computing average TAT days. It's used to ensure accurate TAT averaging by providing the total number of valid service tickets for the calculation.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,sum_service_tat_days,bigint,Represents the total sum of service turnaround time days used as the numerator in calculating average TAT (Turn Around Time) for service agents. This accumulated value is divided by the corresponding ticket count to derive the average number of days it takes service agents to complete tickets.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,mhd_tat_denominatior_tickets,bigint,"This column represents the count of tickets used as the denominator in calculating the average Turnaround Time (TAT) for Mental Health Department (MHD) agents. It serves as the divisor when computing average TAT days per ticket, with null-safe handling to prevent division by zero errors.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,sum_mhd_tat_days,bigint,"Pre-aggregated sum of turnaround time (TAT) days for MHD (Multi-Help Desk) agent tickets, used as the numerator to calculate average TAT performance metrics. This column stores the total accumulated days across tickets and is divided by the ticket count to derive mean response times for agent performance tracking.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,cr_base_count,bigint,Represents the total base count of contacts or customers used as a denominator for calculating contact ratios and percentage metrics in the MHD (My Help Desk) service analytics dashboard. This metric serves as the foundation for normalizing IVR calls and bot ticket counts into meaningful percentage-based KPIs.,no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,cst_entity,varchar,"A categorical identifier that represents different customer service entities or channels used for segmenting Bot MSAT (satisfaction) metrics. This column enables analysis of customer satisfaction performance across various service touchpoints, excluding certain internal or specialized channels.",no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,date_,date,The date field representing the specific day when service ticket feedback and MSAT (customer satisfaction) data was recorded. This column serves as the primary time dimension for analyzing daily trends in feedback rates and customer satisfaction metrics in the service ticket dashboard.,yes
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,feedback_given,bigint,"Represents the total count of feedback responses given by agents or customers for bot interactions, used as the denominator in calculating Bot MSAT (customer satisfaction) percentages. This metric tracks the volume of feedback collected to measure bot performance effectiveness.",no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,happy,bigint,"A numeric indicator tracking positive agent feedback or satisfaction scores for bot interactions, used to calculate the Bot MSAT (Mean Satisfaction) percentage in customer service dashboards. This column is aggregated to measure overall bot performance and customer satisfaction rates.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_phone,bigint,"Represents the count of customer service tickets handled by agents through the phone/IVR channel. This metric tracks phone-based interactions where customers reach human agents after navigating through the Interactive Voice Response system, aggregated by line of business for operational reporting.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_call_to_service_ticket,bigint,A numeric counter that tracks service tickets created as a result of IVR (Interactive Voice Response) calls. This metric is used to measure the volume of service requests that originate from automated phone system interactions and is typically aggregated by line of business for operational reporting.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_merchant_count,bigint,"This column represents the count of unique merchants utilizing IVR (Interactive Voice Response) services, typically aggregated to track merchant engagement and adoption of voice-based services over time periods for business analytics.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_attempts,bigint,This column tracks the total number of attempts made to hand over customers to human agents in the customer service system. It serves as the denominator for calculating agent handover success rates and measuring the volume of escalation requests from automated systems to live support agents.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_success,bigint,"This column records the count of successful agent handover operations, used to calculate the Agent Handover Success Rate percentage by comparing successful handovers against total attempts in customer service interactions.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_attempts,bigint,Tracks the number of attempts made to check or validate soundbox hardware functionality as part of customer service operations. This metric is used in dashboards to monitor the volume of hardware verification requests processed by support teams.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_success,bigint,"This column stores the count of successful ""Check Soundbox Hardware"" function calls, used to calculate the success rate percentage for soundbox hardware verification operations in service request monitoring.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,date_,date,"The primary date field that represents the transaction or event date for ticket creation data, used to filter and group metrics by daily intervals for time-series analysis in the monthly dashboard. This column enables tracking of ticket creation percentages across different business intents over recent time periods (typically last 7 days).",yes
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_attempts,bigint,This column tracks the total number of attempts made to retrieve settlement and payment information through function calls. It serves as the denominator for calculating the Settlement & Payments service request success rate percentage in the dashboard.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_success,bigint,This column tracks the number of successful attempts to retrieve settlement and payment information through function calls. It serves as the numerator in calculating the Settlement & Payments success rate percentage for monitoring the reliability of payment information retrieval operations.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_attempts,bigint,This column tracks the total number of attempts made to raise service requests in the system. It's used in dashboards to monitor function call volumes and system usage patterns for the service request creation functionality.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_success,bigint,"This column stores the count of successful ""Raise Service Request"" function calls, used to calculate the success rate percentage for service request initiation in the customer support system.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_attempts,bigint,"This column tracks the total number of test broadcast attempts made in the system. It is used to calculate the Test Broadcast Success Rate percentage by comparing successful test broadcasts against total attempts, providing insights into broadcast functionality performance.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_success,bigint,"Records the number of successful test broadcast operations, used to calculate the Test Broadcast success rate percentage in the Function Call SR% dashboard for monitoring soundbox hardware testing performance.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_to_service_ticket_count,bigint,"This column represents the count of service tickets that originated from Interactive Voice Response (IVR) system interactions, tracking automated customer service requests that bypassed direct agent involvement. It's used to measure the volume of self-service ticket creation through IVR channels compared to agent-assisted ticket creation.",no
hive.team_cst_mhd_product.overall_latency_analysis1,all_avg_latency,double,Average latency measurement in seconds used for performance monitoring and trend analysis. This column is aggregated monthly in dashboards to track latency performance patterns over time.,no
hive.team_cst_mhd_product.overall_latency_analysis1,month_,bigint,A numeric representation of calendar months (1-12) used for temporal analysis and grouping of latency data by month. This column enables monthly aggregation of P90 latency metrics and is typically converted to month names for display purposes in dashboard visualizations.,no
hive.team_cst_mhd_product.overall_latency_analysis1,year_,bigint,A numeric column representing the year component of temporal data used for time-series analysis of system latency performance. This column works in conjunction with month data to enable chronological ordering and grouping of P90 latency metrics in performance monitoring dashboards.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_phone,bigint,This column represents the count of unique merchants who submitted support tickets via phone calls to MHD (Merchant Help Desk) agents. It serves as a key metric for tracking merchant engagement with phone-based customer support services and is used to analyze support channel utilization patterns over time.,no
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_to_service_ticket_merchant_count,bigint,"This column counts the number of unique merchants who escalated from IVR (Interactive Voice Response) to human service ticket support, representing merchants who required additional assistance beyond automated systems. It serves as a key metric for measuring service escalation patterns and IVR effectiveness in the MHD (Merchant Help Desk) operations.",no
hive.team_cst_mhd_product.overall_latency_analysis1,median_latency,bigint,Stores the median latency value (in milliseconds or similar time units) for system performance analysis. This metric is used to track monthly trends in system response times and is aggregated to show average median latency across different time periods in dashboard visualizations.,no
hive.team_cst_mhd_product.overall_latency_analysis1,p95_latency,bigint,"Represents the 95th percentile latency measurement in the system, indicating that 95% of requests complete within this latency threshold. Used for monthly performance monitoring and trend analysis to track system response time performance over time.",no
hive.team_cst_mhd_product.overall_latency_analysis1,p99_latency,bigint,"The 99th percentile latency measurement in milliseconds, representing the latency threshold below which 99% of requests are completed. This metric is used to monitor system performance trends and identify potential performance degradations over monthly periods.",no
hive.team_cst_mhd_product.overall_latency_analysis1,p90_latency,bigint,"Represents the 90th percentile latency measurement in the system, indicating the response time threshold below which 90% of requests are completed. This metric is used to track and analyze monthly performance trends and identify potential system bottlenecks.",no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,active_sessions,bigint,"Represents the total number of active user sessions during a specific time period, used as the baseline denominator for calculating feedback collection rates and customer satisfaction metrics in the dashboard.",no
hive.team_cst_mhd_product.langauge_transition_base,date_,date,"The date when language transition events were recorded or occurred, used to filter historical data for language change metrics analysis.",yes
hive.team_cst_mhd_product.langauge_transition_base,language_transition,varchar,"A categorical field that identifies the type of language transition or change being tracked, used to classify and group different language change events for metrics analysis.",no
hive.team_cst_mhd_product.langauge_transition_base,transition_count,bigint,A numeric count representing the number of language transition events or switches recorded in the system. This metric is aggregated to provide insights into language change patterns and frequency across different transition types.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,fetch_merchant_sessions,bigint,"Stores the number of fetch merchant sessions function calls, representing how many times the system retrieved merchant session details. This metric is tracked daily and aggregated to monitor the usage of the FetchMerchantDetails functionality in the dashboard.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bAIBot_fd_tickets,,"Represents the count of SoundBox service tickets that were initially handled by AI Bot but required handover to human agents for resolution. This metric is used to calculate the percentage of AI Bot escalations within the total SoundBox ticket volume, indicating cases where automated resolution was insufficient.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bbusinessloan_fd_tickets,bigint,"This column stores the count of business loan related tickets that were resolved or processed on the first day, used to calculate the first-day resolution percentage for business loan support tickets in the customer service dashboard.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bbusinessloan_tickets,bigint,"Total count of customer service tickets related to business loan inquiries or issues, used to calculate the percentage of business loan tickets resolved on first contact in customer service performance dashboards.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bpayoutandsettlement_fd_tickets,bigint,Count of payout and settlement service tickets that were resolved or handled on the first day of creation. This metric is used to calculate the first-day resolution percentage for payout and settlement related customer inquiries in the monthly dashboard.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bpayoutandsettlement_tickets,bigint,This column represents the total count of customer service tickets created for payout and settlement related issues in the Paytm for Business platform. It serves as the denominator for calculating the percentage of first-day resolution tickets in the intent-wise ticket creation analytics dashboard.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bprofile_fd_tickets,bigint,This column tracks the count of Profile-related customer service tickets created on the first day of the measurement period. It's used to calculate the percentage of Profile tickets relative to total Profile tickets for analyzing intent-wise ticket creation patterns in customer service dashboards.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bprofile_tickets,bigint,Total number of customer service tickets related to profile services or profile management issues. This column serves as the denominator for calculating the percentage of profile tickets resolved on the first day in intent-wise ticket creation analytics.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_fd_tickets,bigint,This column stores the count of first-day tickets created for SoundBox service-related issues. It is used to calculate the percentage of SoundBox tickets that are resolved or handled on the first day as part of intent-wise ticket performance analysis.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_tickets,bigint,"Represents the total count of SoundBox service-related tickets, used as a baseline for calculating percentage metrics such as first-day resolution rates and agent handover rates in the intent-wise ticket analysis dashboard.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bwealth_fd_tickets,bigint,This column stores the count of wealth-related P4B (Pay for Business) tickets that were resolved or processed on the first day of creation. It is used to calculate the first-day resolution percentage for wealth service tickets as part of service efficiency tracking in customer support dashboards.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bwealth_tickets,bigint,"This column represents the total number of customer service tickets created for wealth-related services in the Paytm for Business platform. It is used as the baseline to calculate the percentage of wealth tickets that are resolved on the first day, providing insights into ticket creation patterns and resolution efficiency for wealth services.",no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_feedback_given,bigint,"A count of bot interactions where users provided feedback, used to calculate feedback participation rates and as the basis for measuring bot satisfaction (MSAT) percentages in customer service analytics.",no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_happy,bigint,"This column stores the count of positive/satisfied feedback responses from bot interactions, used as the numerator in calculating Bot Monthly Satisfaction (MSAT) percentage metrics. It represents happy or satisfied customer feedback given to chatbot interactions within the customer service system.",no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_feedback_given,bigint,This column contains the count of support tickets where customers provided feedback about the agent's service. It serves as a key metric for calculating feedback collection rates and is used in the denominator for measuring customer satisfaction (MSAT) percentages in the dashboard.,no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_happy,bigint,"A count of positive satisfaction responses or ""happy"" feedback entries used to calculate the Bot MSAT (Merchant Satisfaction) percentage. This metric tracks satisfied interactions with bot services across different customer entities and is aggregated to measure overall satisfaction rates.",no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,fd_tickets,bigint,Represents the total number of service tickets eligible for feedback collection. This column serves as the denominator for calculating feedback received percentage and MSAT (customer satisfaction) rates in the service ticket dashboard.,no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_feedback_given,bigint,Represents the number of service tickets for which customer feedback was received. This metric is used to calculate feedback collection rates and serves as the basis for measuring customer satisfaction (MSAT) percentages in service performance dashboards.,no
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_happy,bigint,Contains the count of positive or satisfied service feedback responses from customers. This metric is used to calculate the Monthly Service Satisfaction (MSAT) percentage by measuring happy responses as a proportion of total service feedback received.,no
hive.team_cst_mhd_product.cst_mhd_ctr,client_type,varchar(3),"A categorical identifier that specifies the type or segment of client, used to filter and segment click-through rate analytics data by client category (e.g., 'MHD' for specific client segments).",no
hive.team_cst_mhd_product.cst_mhd_ctr,date_,date,Date column used for time-based filtering and partitioning of CTR (Click-Through Rate) metrics data. This column enables analysis of CTA performance across specific date ranges in the MHD product analytics.,yes
hive.team_cst_mhd_product.cst_mhd_ctr,event_label2,varchar,Represents the call-to-action (CTA) identifier or label that categorizes different interactive elements users can engage with in the bot interface. This column is used to group and analyze click-through rate performance metrics at the individual CTA level.,no
hive.team_cst_mhd_product.cst_mhd_ctr,users_clicked,bigint,"The number of distinct users who clicked on a specific Call-to-Action (CTA) element, used to calculate click-through rates and measure user engagement at the individual user level rather than total click events.",no
hive.team_cst_mhd_product.cst_mhd_ctr,users_shown,bigint,"Represents the number of distinct users who were shown a specific call-to-action (CTA) element, used as the baseline for calculating click-through rates in marketing performance analytics.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,created_week,bigint,"Represents the week number or week identifier used for temporal grouping in weekly service metrics reporting. This column enables time-based analysis and aggregation of customer service data across IVR, bot, and agent interactions.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,created_month,bigint,"Represents the month when a record was created, used as a time dimension for grouping and aggregating customer service metrics in monthly reporting dashboards. This column enables trend analysis of IVR calls, bot interactions, and agent performance over time.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,active_sessions,bigint,"A numeric metric that tracks the count of active customer service sessions, typically representing concurrent or ongoing interactions between customers and the support system. This metric is aggregated monthly and used to monitor service capacity and customer engagement levels alongside agent tickets and service tickets.",no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_tickets,bigint,Represents the number of tickets that require agent intervention or are handled by customer service agents within a given time period. This metric is used in monthly operational dashboards to track agent workload and service demand alongside active sessions and service tickets.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,service_tickets,bigint,A numeric count of service tickets (customer service requests or issues) recorded for tracking and monthly aggregation in the customer service dashboard. This metric is used alongside active sessions and agent tickets to provide comprehensive visibility into customer support operations and workload.,no
