table_name,table_description,refresh_frequency,vertical,partition_column,remarks,relationship_context
cc,"data_description: The ""cc"" table is a derived table containing monthly aggregated UPI user lifecycle data with three key columns: mt (month truncated date), scope_cust_id (customer identifier), and lifecycle (user type classification). It processes UPI user activity data by categorizing users into different lifecycle stages, with specific focus on reactive users ('c:react 3+' and 'c:react 1-3' consolidated into 'c:react'). The table captures monthly snapshots of user engagement patterns and serves as the foundation for retention analysis calculations.

business_description: This table supports UPI business operations by enabling Monthly Active User (MAU) analysis and retention tracking across different user profiles. It's used to understand user engagement patterns, calculate retention rates across monthly cohorts, and analyze user lifecycle transitions within the UPI ecosystem. The table enables business teams to monitor user behavior trends, assess product stickiness, and make data-driven decisions about user acquisition and retention strategies in the competitive UPI payments market.",Daily,UPI,mt,"This appears to be a CTE/derived table rather than a physical table. The actual source table is ""hive.user_paytm_payments.paytm_upi_mau_final_nrr_1"". The table processes data for the last 4 months from current date and consolidates certain user types for simplified analysis.","The ""cc"" table is derived from the source table ""hive.user_paytm_payments.paytm_upi_mau_final_nrr_1"" and is primarily used in self-joins to calculate retention metrics. It serves as an intermediate processing layer that joins with itself on scope_cust_id to track user presence across different months, enabling cohort-based retention analysis. The table likely relates to other UPI analytics tables through the scope_cust_id field and may be used in conjunction with transaction tables for comprehensive user journey analysis."
reten,"data_description: The 'reten' table is a derived analytical table that contains UPI user retention metrics calculated at a monthly granularity. It stores user lifecycle segments (such as 'c:react', 'c:react 3+', 'c:react 1-3'), monthly active user counts, retention cohort analysis data including base months, retention months, and month-over-month differences. The table includes calculated fields for NRR (Net Revenue Retention) percentages, previous month user counts, and month-over-month growth metrics. The data structure supports cohort-based retention analysis with temporal comparisons across different user lifecycle stages.

business_description: This table serves critical business intelligence functions for UPI product analytics and user engagement strategy. It enables the business to track user retention patterns across different customer lifecycle segments, measure the effectiveness of user engagement initiatives, and understand customer behavior evolution over time. The table supports strategic decision-making around user acquisition vs. retention investments, helps identify at-risk user segments, and provides insights for product optimization. It's particularly valuable for calculating Net Revenue Retention metrics which are key performance indicators for subscription and payment platform businesses, allowing stakeholders to assess the long-term value and stickiness of the UPI user base.",Daily,UPI,base_month,"This is a derived table created through CTE (Common Table Expression) rather than a physical table, generated from the base table hive.user_paytm_payments.paytm_upi_mau_final_nrr_1. The analysis focuses on retention calculations with complex logic for cohort analysis and month-over-month comparisons. The table structure supports multi-dimensional analysis by lifecycle stage and time periods. The table is computed on-the-fly and may not have column metadata available as it's generated dynamically. The retention calculation uses a 4-month lookback window and tracks users across different lifecycle stages. The query performs sophisticated NRR (Net Revenue Retention) calculations with month-over-month comparisons and cohort-based segmentation. The table name ""reten"" is likely a CTE or view name used in analytical queries rather than representing a physical table. This computed table is generated on-demand for analytics purposes and serves as an intermediate analytical layer for retention reporting. The empty table_columns array suggests this might be a view or temporary table generated on-demand for analytics purposes. Multiple dashboard analyses confirm this is consistently recognized as a derived analytical table rather than a physical data store, with complex retention calculations including sophisticated lifecycle segmentation and temporal analysis capabilities.","The reten table is derived from hive.user_paytm_payments.paytm_upi_mau_final_nrr_1 through self-joins on scope_cust_id (customer ID) to calculate retention metrics across different time periods. It performs complex transformations and likely connects to other UPI analytics tables for comprehensive user behavior analysis. The table joins with itself to compare user activity across months, enabling cohort analysis and retention tracking using temporal relationships with month truncation (mt). It's commonly used in conjunction with other UPI transaction tables, user profile tables, customer demographic tables, and user segmentation tables for complete business intelligence reporting. The table serves as an intermediate analytical layer that aggregates and transforms raw UPI user activity data into business-ready retention insights, supporting analytical queries that aggregate retention metrics by user lifecycle segments and time periods. It's primarily used for analytical queries in dashboards focusing on UPI user engagement metrics rather than operational data processing. The table supports self-joins on customer IDs across different time periods and may be joined with customer demographic, transaction, or product usage tables for deeper segmentation analysis."
lm,"data_description: This table contains Monthly Active User (MAU) data for UPI (Unified Payments Interface) users with detailed lifecycle classifications and retention analysis. The table stores customer IDs, transaction dates, user lifecycle stages (including categories like 'c:react 3+', 'c:react 1-3', and other user types), and monthly aggregated user behavior patterns. It tracks user engagement patterns across monthly periods and supports retention analysis by storing historical user activity data with date-based partitioning for efficient querying.

business_description: This table is primarily used for UPI user retention analysis and Monthly Active User tracking across different customer lifecycle stages. It supports business operations by enabling measurement of user engagement, retention rates, and lifecycle progression analysis. The table is crucial for understanding UPI user behavior patterns, measuring customer retention effectiveness, and supporting strategic decisions around user acquisition and engagement initiatives. It's used in dashboards that track UPI profile-wise MAU distribution and helps business teams monitor the health of the UPI user base through retention metrics.",Daily,UPI,dt,"The table name ""lm"" appears to be a CTE alias in the query rather than the actual table name. The underlying table seems to be hive.user_paytm_payments.paytm_upi_mau_final_nrr_1. The query performs complex retention analysis using month-over-month comparisons and user lifecycle segmentation. This appears to be a derived/analytical table created through CTE operations rather than a permanent base table. The table structure supports complex retention analysis with gaming merchant segmentation. The query shows date ranges from May to September 2025, indicating forward-looking analytical planning. The table name ""lm"" appears to be an alias or shortened reference, with the actual source table being hive.user_paytm_payments.paytm_upi_mau_final_nrr_1. The query involves complex retention calculations and lifecycle analysis, suggesting this is a derived or aggregated table used specifically for retention analytics. The table name ""lm"" appears to be a CTE or derived dataset rather than a physical table. The actual source data comes from hive.cdo.fact_upi_transactions_snapshot_v3. The empty column list suggests this might be an intermediate result set in a complex analytical query. The naming convention ""lm"" likely stands for ""Last Month"" based on the SQL context. The table name 'lm' suggests it might be an abbreviated form, possibly standing for 'Last Month' or 'Lifecycle Metrics'. The empty table_columns field indicates this might be a view or a dynamically generated table. The SQL context shows complex retention calculations involving month-to-date and previous month comparisons, suggesting this table is part of a larger analytical framework for UPI user behavior analysis.","The 'lm' table appears to be closely integrated with hive.cdo.fact_upi_transactions_snapshot_v3 for source transaction data. It likely serves as an intermediate or aggregated layer that feeds into retention analysis workflows. The table is used in conjunction with Current MTD (CMTD) and Last Month (LM) CTEs to calculate retention metrics. It may also relate to user profile tables and lifecycle management systems, forming part of a broader UPI analytics ecosystem that tracks user journey and engagement patterns across different time periods and user segments. This table is commonly joined with transaction tables like hive.cdo.fact_upi_transactions_snapshot_v3 to correlate user lifecycle segments with actual transaction behavior. It's used in retention analysis where current month-to-date (MTD) users are compared against previous month's user base. The table serves as a base for user segmentation that gets cross-referenced with transaction patterns, handle usage (paytm, ptyes, ptaxis, etc.), and payment categories (VPA2MERCHANT, VPA2VPA, VPA2ACCOUNT) to provide comprehensive user behavior insights. The 'lm' table is derived from multiple source tables including 'user_paytm_payments.gaming_merchant_5816_analysis', 'hive.user_paytm_payments.paytm_upi_mau_final_nrr_1', and 'hive.cdo.fact_upi_transactions_snapshot_v3'. It serves as an intermediate analytical layer that joins gaming merchant data with UPI MAU metrics and transaction data. This table is commonly used in retention analysis dashboards and connects user lifecycle data with transaction behavior patterns for comprehensive UPI user analytics. This table has strong relationships with UPI transaction tables (hive.cdo.fact_upi_transactions_snapshot_v3) and is used in conjunction with transaction data to calculate retention metrics. It's commonly joined with transaction fact tables on customer_id/scope_cust_id fields to analyze user behavior patterns. The table serves as a base for retention analysis and is likely used with other user segmentation and transaction tables to create comprehensive UPI user analytics. It supports month-over-month retention calculations and user lifecycle progression analysis through date-based joins. This dataset is derived from hive.cdo.fact_upi_transactions_snapshot_v3 and is used in conjunction with current month-to-date (CMTD) data to calculate retention metrics. It joins with other datasets on customer_id to analyze user behavior patterns. The relationship is temporal, comparing last month's user activity with current month performance to derive retention insights. It's likely joined with lifecycle classification tables and TPU bucket definitions to create comprehensive retention analysis reports."
hive.user_paytm_payments.gaming_merchant_5816_analysis,"data_description: This table contains transaction and user activity data specifically focused on gaming merchant 5816 within the Paytm UPI ecosystem. The table stores customer payment information including payer customer IDs, transaction months (mnt), and gaming merchant categorization flags. It appears to be an analytical table designed to support cohort analysis and user lifecycle tracking for gaming-related UPI transactions. The table structure enables analysis of user engagement patterns, retention metrics, and monthly active user counts specifically for gaming merchant transactions.

business_description: This table supports business intelligence and analytics for gaming merchant performance within the UPI payments vertical. It enables the business to track Monthly Active Users (MAU) for gaming merchants, analyze user retention patterns, and understand customer lifecycle stages. The table is used for creating retention dashboards, measuring gaming merchant effectiveness, and supporting strategic decisions around gaming partnerships. It helps identify high-value gaming customers, track user engagement trends, and optimize gaming merchant acquisition and retention strategies within the broader UPI ecosystem.",Daily,UPI,mnt,"This appears to be a specialized analytical table focused on a specific gaming merchant (ID 5816). The table lacks detailed column information but based on the SQL context, it contains customer transaction data with monthly partitioning. The table is primarily used for cohort analysis and retention studies specific to gaming merchants within the UPI ecosystem. Table appears to be specifically designed for gaming merchant analysis with focus on merchant ID 5816. The limited column information suggests this might be a derived or analytical table rather than a raw transaction table. The naming convention indicates it's part of a specialized analysis framework for gaming merchants.","This table is commonly joined with hive.user_paytm_payments.paytm_upi_mau_final_nrr_1 for user lifecycle analysis and with hive.cdo.fact_upi_transactions_snapshot_v3 for transaction validation. It serves as a filtered subset focusing on gaming merchant 5816 transactions and is used to create customer categorizations that are then applied to broader UPI MAU analysis. The table acts as a lookup/category table to identify users who have interacted with gaming merchants, which is then used in retention and cohort analysis across the UPI platform. This table is closely integrated with hive.cdo.fact_upi_transactions_snapshot_v3 for comprehensive UPI transaction analysis. It serves as a filtering and classification layer to identify gaming merchants and their associated customers. The table is commonly joined with the main UPI transactions fact table using customer_id (payer_cust_id) and time dimensions (mnt/month). It acts as a reference table for gaming merchant analysis and is typically used in left joins to flag gaming vs non-gaming user behaviors in broader UPI analytics."
use_case,"data_description: The use_case table is a derived analytical table that segments UPI users based on their transaction behavior patterns. It contains aggregated data showing the count of distinct transaction categories (use cases) per customer per month. The table categorizes UPI transactions into four main types: P2P (peer-to-peer), SnP (Scan and Pay), Online (intent-based transactions), and Onus (on-us transactions). Each record represents a customer's use case diversity score for a given month, indicating how many different transaction categories they engaged with.

business_description: This table supports UPI business intelligence and user segmentation analysis, specifically for Monthly Active User (MAU) distribution studies. It enables product teams to understand user engagement patterns, identify power users who utilize multiple UPI features, and segment customers based on their transaction diversity. The table is crucial for product strategy, user experience optimization, and targeted marketing campaigns. It helps in identifying user behavior trends, measuring product adoption across different UPI use cases, and supporting decisions around feature development and user engagement strategies.",Daily,UPI,Month,This appears to be a derived table created through CTE (Common Table Expression) rather than a permanent table structure. The empty table_columns field suggests it's dynamically generated for specific analytical queries. The table integrates gaming merchant data to provide additional user segmentation.,"This table is derived from hive.cdo.fact_upi_transactions_snapshot_v3 (main UPI transactions fact table) and user_paytm_payments.gaming_merchant_5816_analysis (gaming merchant analysis table). It serves as an intermediate analytical layer that joins transaction data with gaming behavior data to create comprehensive user profiles. The table is typically used in conjunction with other UPI analytics tables for MAU analysis, user segmentation, and behavioral studies. It acts as a bridge between transactional data and user profiling for business intelligence dashboards."
llm,"data_description: The table contains UPI (Unified Payments Interface) transaction and user analytics data, specifically focused on user lifecycle metrics, retention analysis, and TPU (Transactions Per User) segmentation. It includes aggregated metrics such as base users, retained users, retention percentages, and TPU bucket classifications. The data appears to be derived from transaction-level UPI data and processed into user-level metrics for retention and lifecycle analysis. Key data categories include user counts by lifecycle stages, retention rates, and TPU-based user segmentation.

business_description: This table supports UPI business operations by enabling Monthly Active User (MAU) distribution analysis and user retention tracking across different user profiles. It is used for understanding user engagement patterns, measuring retention rates across different TPU (transaction frequency) segments, and analyzing user lifecycle stages. Business teams use this data for user growth analysis, retention strategy development, and performance monitoring of UPI payment services. The table enables cross-cohort analysis and helps in identifying high-value user segments based on transaction behavior.",Daily,UPI,,"The table name ""llm"" is unusually generic and may be a derived view or temporary table name used in the dashboard context. The actual source data appears to come from ""hive.cdo.fact_upi_transactions_snapshot_v3"" based on the SQL query. The analysis focuses specifically on Paytm handle transactions with month-to-date (MTD) and last-month (LM) retention calculations. The SQL context shows complex month-over-month retention calculations with TPU (Transactions Per User) bucketing. No column schema information is available, making it difficult to provide detailed structural analysis. (Sources: Consolidated from merged dashboard and dashboard 476)","This table appears to be derived from or closely related to hive.cdo.fact_upi_transactions_snapshot_v3, which serves as the primary UPI transactions fact table. The relationship involves aggregating transaction-level data to create user-level retention metrics. It likely joins with customer dimension tables for user profiling and may be used alongside other UPI analytics tables for comprehensive user journey analysis. The table serves as an intermediate layer between raw transaction data and business intelligence reporting for UPI user retention dashboards. This table is commonly used in retention analysis workflows and TPU-based segmentation queries, often joined with user demographic or profile tables to create comprehensive user lifecycle dashboards."
hive.user_paytm_payments.widget_added_snp_er_daily,"data_description: This table contains daily engagement and conversion metrics for the Scan & Pay widget feature in UPI payments. It tracks user interactions with promotional banners including view counts, click counts, and conversion events both post-viewing and post-clicking. The table appears to store aggregated daily metrics with dimensions for property and feature segmentation, enabling detailed analysis of banner performance and user engagement patterns for the Scan & Pay widget functionality.

business_description: This table supports UPI product growth and feature adoption initiatives by tracking the effectiveness of promotional banners for the Scan & Pay widget. It enables product teams to measure conversion funnels, optimize banner placement and messaging, and understand user engagement patterns. The data is used for growth tracking dashboards, A/B testing banner variants, measuring feature adoption rates, and supporting data-driven decisions for UPI widget promotion strategies. It's particularly valuable for understanding how promotional campaigns drive actual feature usage and customer engagement.",Daily,UPI,dt,"The table name suggests ""snp"" stands for ""Scan & Pay"" and ""er"" likely means ""engagement rate"". The ""_daily"" suffix indicates daily aggregation. The SQL context shows this table is part of a larger feature adoption tracking ecosystem that includes multiple UPI features like bank linking, RuPay CC linking, UPI Lite, etc.","This table is part of a comprehensive UPI feature tracking system and is commonly used in UNION queries with other feature adoption tables like bank_link, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, spend_analytics, and lite_auto_topup. It's typically joined or unioned based on customer_id and dt fields to create holistic views of user feature adoption journeys. The table supports cross-feature analysis and is used to build comprehensive dashboards tracking overall UPI ecosystem engagement and growth metrics."
hive.user_paytm_payments.check_balance,"data_description: The check_balance table appears to store data related to UPI balance checking operations and transactions. Based on the usage context, it likely contains records of when users check their account balances through the UPI interface, potentially including customer identifiers, timestamps, and transaction details. The table structure would typically include customer_id, date/time fields, and possibly balance inquiry metadata such as account types, success/failure status, and source channels.

business_description: This table supports UPI payment operations by tracking balance inquiry activities, which is a fundamental feature for users to verify available funds before making transactions. It's used in dashboards to analyze Monthly Active Users (MAU) distribution across different UPI profiles and to track feature adoption metrics. The table helps measure user engagement with balance checking functionality and supports business analytics around UPI usage patterns, customer behavior analysis, and feature performance tracking for various UPI-related services like bank linking, UPI Lite, and payment widgets.",Daily,UPI,dt,"The table_columns field is empty, which limits the detailed analysis of the table structure. The table appears to be part of a comprehensive UPI analytics ecosystem based on the SQL query context showing integration with multiple other UPI-related tables for feature tracking and user engagement analysis.","This table is used in conjunction with multiple other UPI-related tables in the user_paytm_payments schema including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, spend_analytics, and lite_auto_topup. It appears to be part of a larger analytical framework that tracks various UPI features and user behaviors. The table is commonly joined with other tables using customer_id and date fields to create comprehensive user journey analysis and feature adoption tracking reports for UPI services."
hive.user_paytm_payments.bank_link,"data_description: The bank_link table contains records of bank account linking activities within the UPI payment system. Based on the query context, it tracks customer_id and dt (date) fields, capturing when users successfully link their bank accounts to enable UPI transactions. This table serves as a foundational dataset for identifying users who have completed the essential step of bank account verification and linking, which is prerequisite for UPI functionality. The table structure appears to be event-based, recording each bank linking transaction with associated customer identifiers and timestamps.

business_description: This table is crucial for UPI user onboarding analytics and feature adoption tracking. It supports business operations by enabling identification of users who have completed bank linking - a key conversion milestone in the UPI user journey. The data is used in growth tracking dashboards to measure Monthly Active Users (MAU) distribution across different UPI user profiles. Business teams use this information for user segmentation, conversion funnel analysis, and measuring the effectiveness of bank linking campaigns. It helps in understanding user adoption patterns and supports product decisions related to UPI onboarding optimization.",Daily,UPI,dt,"Table columns are not provided in the input, but based on SQL query context, it contains at minimum customer_id and dt fields. This table is part of a larger union query that combines multiple UPI feature adoption tables for comprehensive user profiling.","This table is part of a comprehensive UPI feature tracking ecosystem, commonly joined with other tables like mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget tables, spend_analytics, and lite_auto_topup through UNION operations based on customer_id. It serves as one component in building complete UPI user profiles and is typically used alongside other feature adoption tables to create holistic views of user engagement. The table likely joins with customer dimension tables and is aggregated for MAU calculations and user segmentation analysis."
banner,"data_description: The banner table contains engagement metrics and conversion data for promotional banners displayed within the UPI ecosystem. It tracks user interactions including banner views, clicks, and subsequent conversions. The table structure includes temporal data (dt), categorization fields (property, feature), and various engagement metrics (users_viewed_banner, users_clicked_banner, converted_post_viewing, converted_post_clicking). This appears to be an aggregated table that provides summary statistics for banner performance across different UPI features and properties.

business_description: This table supports marketing and product teams in measuring the effectiveness of promotional banners for various UPI features such as Bank Linking, RuPay CC Linking, UPI Lite Activation, and other payment-related services. It enables tracking of conversion funnels from banner impressions to actual feature adoption, helping optimize banner placement, messaging, and targeting strategies. The data is used for MAU (Monthly Active Users) distribution analysis and growth tracking of new features, supporting data-driven decisions for UPI product marketing and user acquisition campaigns.",Daily,UPI,dt,"This table appears to be an aggregated summary table for banner performance metrics. The absence of detailed column information in the input suggests this might be a derived or summary table rather than a raw event table. The SQL context shows complex feature tracking across multiple UPI services, indicating this banner table likely consolidates conversion tracking across various promotional campaigns.","The banner table likely acts as a summary layer that aggregates data from multiple underlying UPI feature tables mentioned in the SQL context (bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, spend_analytics, lite_auto_topup). It serves as a bridge between raw user interaction data and business reporting, providing consolidated metrics for banner effectiveness across different UPI features. This table would typically be joined with user dimension tables and feature-specific tables to provide comprehensive conversion analysis and user journey tracking."
hive.user_paytm_payments.spend_analytics,"data_description: The spend_analytics table contains data tracking customer engagement with UPI spending analytics features. It includes customer identifiers, date information (dt column), and likely contains metrics related to user interactions with spending analysis tools such as transaction categorization, spending patterns, budget tracking, and financial insights. The table appears to be part of a broader UPI feature adoption tracking system and captures user behavior data related to financial analytics consumption.

business_description: This table supports UPI business operations by tracking user engagement with spending analytics features, which helps drive financial awareness and user retention. It's used for growth tracking, feature adoption analysis, and understanding how customers interact with financial insights tools. The data enables product teams to measure the success of spending analytics features, optimize user experience, and drive engagement with value-added UPI services that encourage platform stickiness and increased transaction volumes.",Daily,UPI,dt,This table is part of a comprehensive UPI feature tracking framework that includes multiple payment-related functionalities. The table appears to be specifically focused on spending analytics feature adoption and is used in conjunction with other UPI tables to create holistic user engagement views for growth analysis.,"This table is commonly joined with other UPI feature tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget tables, and lite_auto_topup in UNION operations to create comprehensive feature adoption views. It's typically filtered by customer_id and dt for time-based analysis and joins with user dimension tables for demographic segmentation. The table serves as one component in multi-feature UPI engagement tracking queries used for MAU distribution analysis and growth tracking dashboards."
hive.user_paytm_payments.lite_auto_topup,"data_description: This table contains data related to UPI Lite auto top-up feature usage by customers. Based on the SQL context, it appears to track when customers use or enable the UPI Lite auto top-up functionality, with records containing customer identifiers and date information. The table structure likely follows the pattern of other similar tables in the union query, containing customer_id and dt (date) fields to track user engagement with this specific UPI Lite feature.

business_description: This table supports UPI business operations by tracking customer adoption and usage of the UPI Lite auto top-up feature, which is a key convenience feature for UPI Lite users. It's used in growth tracking initiatives to measure feature adoption rates and user engagement patterns across multiple dashboards and analytical contexts. The data helps in understanding customer behavior regarding automated payment features and supports MAU distribution analysis across different UPI profiles. This information is crucial for product teams to measure feature success, optimize user experience, and drive growth strategies for UPI Lite services. The table's consistent usage across different dashboards demonstrates its importance in comprehensive UPI ecosystem analysis.",Daily,UPI,dt,"The table appears to have no column information provided in the input, but based on the SQL context and usage pattern with other similar tables, it likely contains customer_id and dt columns. The table is used in union queries for comprehensive UPI feature tracking and growth analysis. This understanding is consistent across multiple dashboard contexts (merged dashboard and dashboard 476), indicating a well-established and standardized interpretation of the table's structure and purpose.","This table is part of a larger ecosystem of UPI-related tables and is commonly used in union queries alongside tables like bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, and spend_analytics. It's joined based on customer_id and used for comprehensive UPI feature adoption tracking. The table contributes to holistic user journey analysis and cross-feature engagement measurement within the UPI payments vertical. This relationship pattern is consistently applied across multiple analytical dashboards, demonstrating its central role in UPI ecosystem analysis."
hive.team_measurement.banner_campaigns_customer_v1,"data_description: This table contains customer-level banner campaign performance data with metrics tracking user interactions and conversions. The table structure includes fields for date (dt), property, feature, users who viewed banners, conversion rates post-viewing, users who clicked banners, and conversion rates post-clicking. It appears to be an aggregated view that consolidates banner campaign performance across various UPI features and properties, enabling analysis of campaign effectiveness at the customer level.

business_description: This table supports UPI product marketing and growth initiatives by tracking the effectiveness of banner campaigns across different UPI features like Bank Linking, RuPay Credit Card Linking, UPI Lite services, statement downloads, and widget additions. It enables measurement of Monthly Active Users (MAU) distribution across UPI profiles and helps optimize banner placement and targeting strategies. The table is crucial for understanding customer engagement with promotional content and measuring conversion funnel performance from banner views to actual feature adoption across the UPI ecosystem.",Daily,UPI,dt,"The table appears to be a version 1 customer-level aggregation table specifically designed for banner campaign analysis. The SQL context shows it's built from multiple source tables covering various UPI payment features, suggesting this is a comprehensive measurement table for UPI growth tracking initiatives. This metadata is consistent across both dashboard 476 and the merged dashboard, indicating stable and well-documented table usage.","This table is built from multiple UPI-related source tables including hive.user_paytm_payments.bank_link, hive.user_paytm_payments.cc_all_linkages, hive.user_paytm_payments.lite_active, and several other UPI feature tables. It serves as an aggregated measurement layer that consolidates customer interactions across different UPI services for banner campaign analysis. The table likely joins with customer dimension tables and is used in conjunction with other marketing measurement tables to provide comprehensive campaign performance insights across the UPI product suite."
hive.user_paytm_payments.lite_active,"data_description: The lite_active table contains records of UPI Lite activation events for Paytm users. It tracks when customers activate the UPI Lite feature, which is a low-value, offline-capable UPI payment method. The table appears to store customer identifiers and activation timestamps, serving as a master record of UPI Lite adoption across the user base. This table is structured to support time-based analysis of feature adoption patterns.

business_description: This table supports UPI business operations by tracking the adoption and growth of UPI Lite functionality. It enables analysis of Monthly Active Users (MAU) distribution across different UPI profiles and helps measure the success of UPI Lite feature rollouts. The table is crucial for understanding user engagement with advanced UPI features, supporting product analytics, growth tracking, and business intelligence reporting for the UPI vertical. It helps in measuring feature penetration rates and identifying user segments for targeted campaigns.",Daily,UPI,lite_dt,"The table appears to be part of a comprehensive UPI feature tracking system. The SQL context shows it being used in union operations with other UPI-related tables, suggesting it's part of a standardized feature adoption tracking framework. The column names indicate it tracks both customer identification and activation timestamps.","This table is commonly joined with other UPI feature tables in the user_paytm_payments schema including bank_link, mapper, cc_all_linkages, upi_statement_download_V1, widget tables, spend_analytics, and lite_auto_topup. It's typically used in UNION operations to create comprehensive views of UPI feature adoption across different functionalities. The table serves as a key component in building user journey analytics and cross-feature adoption analysis within the UPI ecosystem."
hive.user_paytm_payments.upi_statement_download_v1,"data_description: The upi_statement_download_v1 table contains records of UPI statement download events by customers. Based on the SQL query context, it includes customer_id to identify users and dt (date) field to timestamp when the statement download occurred. This table captures user engagement with UPI statement functionality, tracking when customers access and download their UPI transaction history. The table structure appears to be event-based, recording each instance when a customer downloads their UPI statement.

business_description: This table supports UPI business operations by tracking customer engagement with statement download features. It's used in feature adoption analysis to understand user behavior patterns and measure the success of UPI statement functionality. The data helps in identifying active UPI users who engage with account management features, supporting MAU (Monthly Active Users) calculations and feature utilization metrics. It's particularly valuable for understanding user engagement depth beyond just transaction activities, as statement downloads indicate users who actively monitor and manage their UPI transaction history.",Daily,UPI,dt,"This table is part of a comprehensive UPI feature tracking system that includes multiple feature types like bank linking, RuPay CC linking, UPI Lite activation, and various widget adoptions. The table appears to be used specifically for tracking statement download feature adoption in UPI profile analysis.","This table is closely related to other UPI feature tracking tables in the same schema including bank_link, mapper, cc_all_linkages, lite_active, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, spend_analytics, and lite_auto_topup. These tables are commonly unioned together using customer_id and dt fields to create comprehensive feature adoption analysis. The table joins with other tables on customer_id to track user journey across different UPI features and is used in MAU distribution analysis across various UPI profile segments."
hive.user_paytm_payments.hide_payments,"data_description: The hide_payments table contains data related to payment visibility controls and privacy settings within the UPI payment ecosystem. It stores information about users' preferences for hiding or displaying payment-related information, transactions, or features. The table is positioned within the user_paytm_payments schema as part of the broader payment user management system. Note that the table structure and specific data elements are unclear due to missing column information in the available metadata.

business_description: This table supports UPI payment privacy and user experience management by tracking which payments or payment features users choose to hide from their interface. It enables personalized payment experiences by allowing users to customize their payment dashboard visibility. The table is utilized in MAU (Monthly Active Users) distribution analysis across different UPI profiles, helping understand user engagement patterns with payment visibility features and supporting product decisions around payment interface customization and user privacy controls. It provides insights into how users interact with privacy features in the UPI ecosystem.",Daily,UPI,dt,"The table columns are empty in the provided metadata, which limits detailed analysis capabilities. The table name suggests payment hiding/privacy functionality, but without column details, the exact structure and data elements cannot be determined. The SQL context shows integration with multiple UPI feature tables for comprehensive user engagement tracking. This limitation affects the depth of analysis that can be performed on the table's data structure and relationships.","This table is part of the user_paytm_payments schema and is used alongside other UPI-related tables including bank_link, mapper, cc_all_linkages, lite_active, upi_statement_download_V1, widget_added_rec_money_ER_daily, widget_added_snp_ER_daily, spend_analytics, and lite_auto_topup. It likely joins with these tables on customer_id and dt fields for comprehensive UPI user behavior analysis. The table supports cross-feature analysis to understand user engagement patterns across different UPI payment features and privacy preferences, enabling holistic view of user behavior in the UPI ecosystem."
hive.user_paytm_payments.cc_all_linkages,"data_description: This table contains comprehensive data about credit card linkages within the UPI (Unified Payments Interface) system, specifically tracking when and how customers link their credit cards (particularly RuPay credit cards) to their UPI profiles. The table structure includes customer identifiers, transaction dates, and linkage-related metadata. It captures the lifecycle of credit card linking activities, enabling analysis of user adoption patterns and engagement with UPI credit card features.

business_description: This table serves critical business functions in the UPI payments vertical by enabling tracking and analysis of credit card adoption within the UPI ecosystem. It supports Monthly Active User (MAU) distribution analysis across different UPI profiles, helping business teams understand user engagement with advanced payment features. The table is instrumental in measuring the success of credit card linking initiatives, analyzing user journey progression from basic UPI users to advanced feature adopters, and supporting growth tracking for new payment features like RuPay credit card integration.",Daily,UPI,dt,"This table is part of a larger ecosystem of UPI-related tables used for comprehensive user journey analysis. The SQL context shows it being used in union operations with multiple other UPI feature tables, indicating it's a key component in holistic UPI user behavior tracking and MAU calculations.","This table is closely integrated with other UPI-related tables in the user_paytm_payments schema, including bank_link (for bank account linking), mapper (for user mapping), lite_active (for UPI Lite features), and various widget and analytics tables. It's commonly joined with these tables using customer_id and dt fields to create comprehensive views of user engagement across different UPI features. The table supports union operations for aggregating different types of user actions and is essential for building complete user journey maps in UPI feature adoption analysis."
